day,hour,warehouse,day_type,units,orders,count_pick,count_pack
2024-11-04,9,TBN1,Normal,73.0,52.87499999999999,3,5
2024-11-04,10,TBN1,Normal,77.0,53.25000000000001,3,5
2024-11-04,11,TBN1,Normal,36.875,25.875,3,5
2024-11-04,12,TBN1,Normal,28.571428571428573,19.0,2,5
2024-11-04,13,TBN1,Normal,62.07692307692308,41.769230769230774,3,10
2024-11-04,14,TBN1,Normal,67.60000000000001,48.13333333333333,3,12
2024-11-04,15,TBN1,Normal,36.44444444444444,24.666666666666668,1,8
2024-11-04,16,TBN1,Normal,57.571428571428584,45.714285714285715,3,4
2024-11-04,17,TBN1,Normal,44.42857142857143,29.857142857142858,3,4
2024-11-04,18,TBN1,Normal,63.8,45.2,1,4
2024-11-04,19,TBN1,Normal,49.42857142857143,35.42857142857143,2,5
2024-11-04,20,TBN1,Normal,38.4,24.2,1,4
2024-11-05,6,TBN1,Normal,1.0,1.0,1,0
2024-11-05,7,TBN1,Normal,97.625,55.5,3,5
2024-11-05,8,TBN1,Normal,86.1,64.6,4,6
2024-11-05,9,TBN1,Normal,87.00000000000001,66.25,2,6
2024-11-05,10,TBN1,Normal,51.6,36.99999999999999,3,7
2024-11-05,11,TBN1,Normal,31.333333333333332,23.666666666666668,2,7
2024-11-05,12,TBN1,Normal,53.8,33.2,3,7
2024-11-05,13,TBN1,Normal,48.68749999999999,35.1875,3,13
2024-11-05,14,TBN1,Normal,52.083333333333336,37.91666666666667,3,9
2024-11-05,15,TBN1,Normal,42.375,27.500000000000007,1,7
2024-11-05,16,TBN1,Normal,51.875,38.5,2,6
2024-11-05,17,TBN1,Normal,64.83333333333334,45.333333333333336,2,4
2024-11-05,18,TBN1,Normal,1.0,1.0,0,1
2024-11-05,19,TBN1,Normal,85.83333333333334,57.833333333333336,2,4
2024-11-05,20,TBN1,Normal,23.666666666666664,16.166666666666668,2,4
2024-11-06,7,TBN1,Normal,37.5,27.0,1,3
2024-11-06,8,TBN1,Normal,97.5,63.5,1,1
2024-11-06,9,TBN1,Normal,88.8,66.6,1,4
2024-11-06,10,TBN1,Normal,140.8,99.8,2,3
2024-11-06,11,TBN1,Normal,58.57142857142857,33.714285714285715,3,4
2024-11-06,12,TBN1,Normal,48.23076923076923,35.46153846153845,2,11
2024-11-06,13,TBN1,Normal,48.57142857142858,34.07142857142858,3,11
2024-11-06,14,TBN1,Normal,42.15384615384615,30.153846153846153,2,11
2024-11-06,15,TBN1,Normal,61.22222222222222,43.55555555555556,2,7
2024-11-06,16,TBN1,Normal,36.272727272727266,28.999999999999996,3,8
2024-11-06,17,TBN1,Normal,14.399999999999999,11.599999999999998,1,9
2024-11-06,18,TBN1,Normal,3.6666666666666665,3.0,0,3
2024-11-06,19,TBN1,Normal,54.25,42.0,1,3
2024-11-06,20,TBN1,Normal,82.8,58.8,2,3
2024-11-06,21,TBN1,Normal,11.5,8.0,0,2
2024-11-07,7,TBN1,Normal,56.0,33.666666666666664,1,2
2024-11-07,8,TBN1,Normal,123.0,89.0,1,2
2024-11-07,9,TBN1,Normal,81.5,43.0,1,3
2024-11-07,10,TBN1,Normal,53.666666666666664,37.83333333333333,2,4
2024-11-07,11,TBN1,Normal,55.5,34.5,2,4
2024-11-07,12,TBN1,Normal,58.333333333333336,26.5,1,5
2024-11-07,13,TBN1,Normal,118.52631578947368,80.52631578947368,8,11
2024-11-07,14,TBN1,Normal,59.18181818181818,40.227272727272734,7,15
2024-11-07,15,TBN1,Normal,54.666666666666664,39.86666666666667,2,13
2024-11-07,16,TBN1,Normal,38.099999999999994,30.7,2,8
2024-11-07,17,TBN1,Normal,17.25,14.25,1,3
2024-11-07,18,TBN1,Normal,18.5,14.666666666666666,2,4
2024-11-07,19,TBN1,Normal,133.8,85.2,3,2
2024-11-07,20,TBN1,Normal,39.83333333333333,26.666666666666664,3,3
2024-11-13,5,TBN1,Normal,3.0,2.0,1,0
2024-11-13,6,TBN1,Normal,204.5,106.50000000000001,12,6
2024-11-13,7,TBN1,Normal,252.44,124.96000000000001,10,15
2024-11-13,8,TBN1,Normal,237.2962962962963,108.00000000000001,7,20
2024-11-13,9,TBN1,Normal,100.79069767441861,39.04651162790697,12,31
2024-11-13,10,TBN1,Normal,175.0769230769231,75.64102564102564,16,23
2024-11-13,11,TBN1,Normal,403.8000000000001,105.94999999999999,18,22
2024-11-13,12,TBN1,Normal,845.9428571428572,142.88571428571427,16,19
2024-11-13,13,TBN1,Normal,479.7575757575756,93.06060606060606,11,22
2024-11-13,14,TBN1,Normal,481.11538461538464,88.11538461538461,11,15
2024-11-13,15,TBN1,Normal,596.516129032258,101.35483870967742,12,19
2024-11-13,16,TBN1,Normal,385.2142857142858,68.21428571428571,7,21
2024-11-13,17,TBN1,Normal,202.41379310344828,38.862068965517246,8,21
2024-11-13,18,TBN1,Normal,27.076923076923084,16.46153846153846,5,8
2024-11-13,19,TBN1,Normal,532.9285714285714,88.07142857142856,4,10
2024-11-13,20,TBN1,Normal,165.57142857142858,61.42857142857143,2,5
2024-11-13,21,TBN1,Normal,35.25,24.25,3,5
2024-11-18,6,TBN1,Normal,2.5,2.0,2,0
2024-11-18,7,TBN1,Normal,124.44444444444444,80.55555555555556,3,6
2024-11-18,8,TBN1,Normal,124.69999999999999,80.7,3,7
2024-11-18,9,TBN1,Normal,78.11111111111111,55.222222222222214,2,7
2024-11-18,10,TBN1,Normal,72.66666666666667,42.99999999999999,1,8
2024-11-18,11,TBN1,Normal,40.33333333333333,26.555555555555557,1,8
2024-11-18,12,TBN1,Normal,43.18181818181818,32.18181818181818,3,8
2024-11-18,13,TBN1,Normal,88.07692307692308,59.23076923076923,3,10
2024-11-18,14,TBN1,Normal,50.3125,25.4375,4,12
2024-11-18,15,TBN1,Normal,50.0,31.0,4,6
2024-11-18,16,TBN1,Normal,58.625,40.375,3,5
2024-11-18,17,TBN1,Normal,55.333333333333336,34.55555555555556,2,7
2024-11-18,18,TBN1,Normal,25.0,16.428571428571427,0,7
2024-11-18,19,TBN1,Normal,33.166666666666664,26.166666666666664,2,4
2024-11-18,20,TBN1,Normal,46.0,31.750000000000004,3,5
2024-11-18,21,TBN1,Normal,4.0,4.0,0,1
2024-11-19,7,TBN1,Normal,110.14285714285714,65.85714285714286,3,4
2024-11-19,8,TBN1,Normal,134.125,81.875,4,4
2024-11-19,9,TBN1,Normal,67.0,44.0,4,6
2024-11-19,10,TBN1,Normal,63.666666666666664,44.5,1,5
2024-11-19,11,TBN1,Normal,38.714285714285715,28.0,1,6
2024-11-19,12,TBN1,Normal,47.16666666666667,28.333333333333332,3,9
2024-11-19,13,TBN1,Normal,69.33333333333334,45.166666666666664,5,13
2024-11-19,14,TBN1,Normal,77.4090909090909,54.63636363636364,6,16
2024-11-19,15,TBN1,Normal,50.92857142857143,34.5,5,9
2024-11-19,16,TBN1,Normal,71.75,52.08333333333334,3,9
2024-11-19,17,TBN1,Normal,61.83333333333333,40.166666666666664,3,9
2024-11-19,18,TBN1,Normal,34.45454545454545,21.818181818181817,4,7
2024-11-19,19,TBN1,Normal,82.66666666666667,50.916666666666664,4,8
2024-11-19,20,TBN1,Normal,67.44444444444444,40.55555555555555,2,7
2024-11-20,6,TBN1,Normal,14.0,9.0,2,0
2024-11-20,7,TBN1,Normal,78.25,45.5,2,6
2024-11-20,8,TBN1,Normal,164.4,99.3,4,6
2024-11-20,9,TBN1,Normal,84.60000000000001,55.099999999999994,4,6
2024-11-20,10,TBN1,Normal,40.666666666666664,30.166666666666664,3,9
2024-11-20,11,TBN1,Normal,51.22222222222222,31.555555555555557,2,7
2024-11-20,12,TBN1,Normal,56.36363636363637,29.909090909090907,3,8
2024-11-20,13,TBN1,Normal,110.75,70.74999999999999,5,15
2024-11-20,14,TBN1,Normal,79.50000000000001,52.31818181818182,6,16
2024-11-20,15,TBN1,Normal,57.53846153846154,40.230769230769226,3,10
2024-11-20,16,TBN1,Normal,56.08333333333333,38.166666666666664,3,9
2024-11-20,17,TBN1,Normal,38.0,26.181818181818183,4,7
2024-11-20,18,TBN1,Normal,25.625,16.5,1,7
2024-11-20,19,TBN1,Normal,56.30769230769231,37.46153846153846,4,9
2024-11-20,20,TBN1,Normal,95.66666666666667,33.74999999999999,4,8
2024-11-21,6,TBN1,Normal,5.4,4.0,3,2
2024-11-21,7,TBN1,Normal,82.22222222222223,59.333333333333336,4,5
2024-11-21,8,TBN1,Normal,128.35294117647058,79.4705882352941,7,10
2024-11-21,9,TBN1,Normal,88.40000000000002,60.29999999999999,7,13
2024-11-21,10,TBN1,Normal,69.33333333333336,46.44444444444444,4,14
2024-11-21,11,TBN1,Normal,36.00000000000001,25.89473684210526,5,14
2024-11-21,12,TBN1,Normal,50.411764705882355,35.88235294117647,5,12
2024-11-21,13,TBN1,Normal,64.39999999999999,45.13333333333333,4,11
2024-11-21,14,TBN1,Normal,67.9375,48.4375,4,12
2024-11-21,15,TBN1,Normal,43.36363636363637,29.72727272727273,3,8
2024-11-21,16,TBN1,Normal,39.5,27.166666666666664,1,5
2024-11-21,17,TBN1,Normal,17.875,12.5,3,5
2024-11-21,18,TBN1,Normal,24.5,17.0,0,2
2024-11-21,19,TBN1,Normal,21.142857142857146,17.0,2,5
2024-11-21,20,TBN1,Normal,54.57142857142857,39.285714285714285,3,4
2024-11-22,6,TBN1,Normal,7.0,6.0,3,0
2024-11-22,7,TBN1,Normal,62.888888888888886,46.333333333333336,4,5
2024-11-22,8,TBN1,Normal,114.75000000000001,75.31250000000001,6,10
2024-11-22,9,TBN1,Normal,70.05555555555556,48.611111111111114,7,11
2024-11-22,10,TBN1,Normal,61.79999999999999,41.86666666666666,4,11
2024-11-22,11,TBN1,Normal,45.28571428571429,34.57142857142857,3,11
2024-11-22,12,TBN1,Normal,42.18181818181818,29.0,3,8
2024-11-22,13,TBN1,Normal,79.75,54.25,5,11
2024-11-22,14,TBN1,Normal,51.66666666666667,36.0,3,12
2024-11-22,15,TBN1,Normal,50.125,34.375,2,6
2024-11-22,16,TBN1,Normal,47.285714285714285,31.57142857142857,2,5
2024-11-22,17,TBN1,Normal,25.666666666666664,18.166666666666668,2,4
2024-11-22,18,TBN1,Normal,30.857142857142858,19.14285714285714,2,5
2024-11-22,19,TBN1,Normal,71.71428571428571,33.714285714285715,2,5
2024-11-22,20,TBN1,Normal,85.66666666666667,38.0,2,4
2024-11-22,21,TBN1,Normal,6.5,5.0,0,2
2024-11-23,6,TBN1,Normal,3.0,1.5,2,0
2024-11-23,7,TBN1,Normal,51.333333333333336,38.0,4,5
2024-11-23,8,TBN1,Normal,76.25,53.43749999999999,7,9
2024-11-23,9,TBN1,Normal,72.47058823529412,52.705882352941174,8,9
2024-11-23,10,TBN1,Normal,47.266666666666666,32.333333333333336,4,11
2024-11-23,11,TBN1,Normal,35.7,25.8,2,8
2024-11-23,12,TBN1,Normal,46.5,35.199999999999996,2,8
2024-11-23,13,TBN1,Normal,58.25,40.12500000000001,6,10
2024-11-23,14,TBN1,Normal,101.07142857142857,59.214285714285715,6,8
2024-11-23,15,TBN1,Normal,31.818181818181817,19.454545454545457,4,7
2024-11-23,16,TBN1,Normal,30.111111111111107,22.11111111111111,3,6
2024-11-23,17,TBN1,Normal,30.375,24.5,4,4
2024-11-23,18,TBN1,Normal,65.33333333333333,46.33333333333333,3,3
2024-11-23,19,TBN1,Normal,72.57142857142857,52.42857142857143,2,5
2024-11-23,20,TBN1,Normal,67.33333333333333,48.333333333333336,4,5
2024-11-27,6,TBN1,Normal,12.0,9.0,2,0
2024-11-27,7,TBN1,Normal,88.375,54.375,3,5
2024-11-27,8,TBN1,Normal,149.85714285714286,102.14285714285714,3,4
2024-11-27,9,TBN1,Normal,76.5,54.99999999999999,3,5
2024-11-27,10,TBN1,Normal,83.42857142857142,57.42857142857143,2,5
2024-11-27,11,TBN1,Normal,49.5,34.5,2,6
2024-11-27,12,TBN1,Normal,47.5,30.100000000000005,2,8
2024-11-27,13,TBN1,Normal,71.38461538461539,49.46153846153847,3,10
2024-11-27,14,TBN1,Normal,51.91666666666667,38.333333333333336,4,8
2024-11-27,15,TBN1,Normal,47.666666666666664,35.0,3,6
2024-11-27,16,TBN1,Normal,59.0,43.0,1,5
2024-11-27,17,TBN1,Normal,50.333333333333336,37.666666666666664,2,4
2024-11-27,18,TBN1,Normal,56.16666666666667,33.16666666666667,2,4
2024-11-27,19,TBN1,Normal,105.4,54.6,1,4
2024-11-27,20,TBN1,Normal,14.75,5.5,1,3
2024-11-28,6,TBN1,Normal,5.0,4.0,2,0
2024-11-28,7,TBN1,Normal,72.0,53.0,4,4
2024-11-28,8,TBN1,Normal,107.66666666666669,72.0,5,4
2024-11-28,9,TBN1,Normal,78.75,56.75000000000001,3,5
2024-11-28,10,TBN1,Normal,42.27272727272727,32.45454545454545,4,7
2024-11-28,11,TBN1,Normal,35.555555555555564,24.22222222222222,3,6
2024-11-28,12,TBN1,Normal,42.5,28.8,3,7
2024-11-28,13,TBN1,Normal,90.3076923076923,64.3076923076923,4,9
2024-11-28,14,TBN1,Normal,67.6875,46.62499999999999,5,11
2024-11-28,15,TBN1,Normal,47.74999999999999,33.625,2,6
2024-11-28,16,TBN1,Normal,77.33333333333334,54.0,2,4
2024-11-28,17,TBN1,Normal,32.0,24.42857142857143,3,4
2024-11-28,18,TBN1,Normal,14.85714285714286,11.285714285714285,3,4
2024-11-28,19,TBN1,Normal,54.555555555555564,38.666666666666664,2,7
2024-11-28,20,TBN1,Normal,72.0,46.9,3,7
2024-11-29,6,TBN1,Normal,5.5,4.75,4,0
2024-11-29,7,TBN1,Normal,114.33333333333333,78.88888888888889,4,5
2024-11-29,8,TBN1,Normal,161.36363636363637,83.0,5,6
2024-11-29,9,TBN1,Normal,83.39999999999999,54.4,3,7
2024-11-29,10,TBN1,Normal,89.89999999999999,59.70000000000001,3,7
2024-11-29,11,TBN1,Normal,81.4,44.4,3,7
2024-11-29,12,TBN1,Normal,88.76923076923077,48.84615384615384,5,8
2024-11-29,13,TBN1,Normal,116.1,54.599999999999994,5,15
2024-11-29,14,TBN1,Normal,111.18181818181817,65.2272727272727,6,16
2024-11-29,15,TBN1,Normal,88.77272727272725,57.95454545454544,5,17
2024-11-29,16,TBN1,Normal,78.08333333333334,55.208333333333336,5,19
2024-11-29,17,TBN1,Normal,66.86363636363637,34.72727272727273,9,13
2024-11-29,18,TBN1,Normal,131.2,70.0,9,11
2024-11-29,19,TBN1,Normal,42.142857142857146,19.714285714285715,3,11
2024-11-29,20,TBN1,Normal,83.0,53.75,2,6
2024-11-29,21,TBN1,Normal,138.0,88.5,2,4
2024-11-30,6,TBN1,Normal,5.6,5.0,4,1
2024-11-30,7,TBN1,Normal,119.25,64.1,7,13
2024-11-30,8,TBN1,Normal,91.7391304347826,52.47826086956522,8,15
2024-11-30,9,TBN1,Normal,112.42105263157896,61.10526315789473,4,15
2024-11-30,10,TBN1,Normal,75.22727272727272,44.45454545454546,7,15
2024-11-30,11,TBN1,Normal,141.85714285714286,76.23809523809524,7,14
2024-11-30,12,TBN1,Normal,67.0,39.24999999999999,5,11
2024-11-30,13,TBN1,Normal,99.64000000000001,56.23999999999999,7,18
2024-11-30,14,TBN1,Normal,85.61538461538461,49.34615384615384,7,19
2024-11-30,15,TBN1,Normal,67.26086956521739,40.39130434782609,5,18
2024-11-30,16,TBN1,Normal,75.5,44.125,3,13
2024-11-30,17,TBN1,Normal,40.25,24.875,2,6
2024-11-30,18,TBN1,Normal,55.857142857142854,32.14285714285714,2,5
2024-11-30,19,TBN1,Normal,92.375,58.25,3,5
2024-11-30,20,TBN1,Normal,122.5,83.99999999999999,3,5
2024-11-30,21,TBN1,Normal,17.0,10.0,0,1
2024-12-02,6,TBN1,Normal,10.25,8.25,4,0
2024-12-02,7,TBN1,Normal,115.0,78.66666666666667,4,5
2024-12-02,8,TBN1,Normal,145.20000000000002,81.10000000000001,4,6
2024-12-02,9,TBN1,Normal,74.875,51.50000000000001,2,6
2024-12-02,10,TBN1,Normal,57.55555555555556,34.333333333333336,3,6
2024-12-02,11,TBN1,Normal,69.07692307692308,49.07692307692307,4,9
2024-12-02,12,TBN1,Normal,77.84615384615387,57.53846153846154,4,9
2024-12-02,13,TBN1,Normal,69.78260869565219,46.47826086956522,6,17
2024-12-02,14,TBN1,Normal,72.5909090909091,53.136363636363626,5,17
2024-12-02,15,TBN1,Normal,43.62499999999999,31.062499999999996,4,12
2024-12-02,16,TBN1,Normal,67.81818181818181,49.0,2,9
2024-12-02,17,TBN1,Normal,38.166666666666664,26.083333333333336,3,9
2024-12-02,18,TBN1,Normal,55.375,40.5,3,5
2024-12-02,19,TBN1,Normal,56.57142857142857,39.85714285714286,2,5
2024-12-02,20,TBN1,Normal,83.6,62.4,1,4
2024-12-03,6,TBN1,Normal,7.333333333333334,7.333333333333334,3,0
2024-12-03,7,TBN1,Normal,102.5,68.3,4,6
2024-12-03,8,TBN1,Normal,79.66666666666666,57.25,4,8
2024-12-03,9,TBN1,Normal,63.5,42.0,2,8
2024-12-03,10,TBN1,Normal,43.30769230769231,33.84615384615385,4,9
2024-12-03,11,TBN1,Normal,55.0,41.3,3,7
2024-12-03,12,TBN1,Normal,55.222222222222214,42.77777777777778,3,6
2024-12-03,13,TBN1,Normal,22.8125,16.9375,5,11
2024-12-03,14,TBN1,Normal,52.6,37.2,2,8
2024-12-03,15,TBN1,Normal,42.375,31.375,2,6
2024-12-03,16,TBN1,Normal,38.5,24.0,3,3
2024-12-03,17,TBN1,Normal,67.25,48.75,1,3
2024-12-03,18,TBN1,Normal,44.111111111111114,32.111111111111114,4,5
2024-12-03,19,TBN1,Normal,34.57142857142858,25.28571428571428,2,5
2024-12-03,20,TBN1,Normal,69.4,42.400000000000006,2,3
2024-12-04,6,TBN1,Normal,4.0,3.3333333333333335,3,0
2024-12-04,7,TBN1,Normal,101.81818181818181,72.9090909090909,3,8
2024-12-04,8,TBN1,Normal,74.5,57.71428571428572,3,11
2024-12-04,9,TBN1,Normal,51.81818181818182,38.54545454545455,1,10
2024-12-04,10,TBN1,Normal,49.2,36.300000000000004,2,8
2024-12-04,11,TBN1,Normal,46.33333333333333,30.444444444444443,4,5
2024-12-04,12,TBN1,Normal,50.85714285714286,36.142857142857146,3,4
2024-12-04,13,TBN1,Normal,52.75,35.5,4,8
2024-12-04,14,TBN1,Normal,35.6,26.2,3,7
2024-12-04,15,TBN1,Normal,39.166666666666664,34.0,2,4
2024-12-04,16,TBN1,Normal,43.5,32.33333333333333,2,4
2024-12-04,17,TBN1,Normal,46.5,33.25,1,3
2024-12-04,18,TBN1,Normal,27.4,21.200000000000003,2,3
2024-12-04,19,TBN1,Normal,64.4,48.8,2,3
2024-12-04,20,TBN1,Normal,43.2,33.4,1,4
2024-12-04,21,TBN1,Normal,15.0,13.0,0,1
2024-12-05,6,TBN1,Normal,2.0,1.6666666666666667,3,0
2024-12-05,7,TBN1,Normal,106.54545454545455,78.9090909090909,5,6
2024-12-05,8,TBN1,Normal,57.42857142857142,40.285714285714285,4,10
2024-12-05,9,TBN1,Normal,61.416666666666664,47.25,3,9
2024-12-05,10,TBN1,Normal,37.583333333333336,26.75,3,9
2024-12-05,11,TBN1,Normal,29.18181818181818,23.272727272727273,3,8
2024-12-05,12,TBN1,Normal,49.4,37.199999999999996,3,7
2024-12-05,13,TBN1,Normal,39.0,26.142857142857142,4,10
2024-12-05,14,TBN1,Normal,53.5,34.833333333333336,3,3
2024-12-05,15,TBN1,Normal,54.25,42.5,2,6
2024-12-05,16,TBN1,Normal,58.857142857142854,43.142857142857146,2,5
2024-12-05,17,TBN1,Normal,40.75,29.0,1,3
2024-12-05,18,TBN1,Normal,28.2,23.8,3,2
2024-12-05,19,TBN1,Normal,48.71428571428571,35.71428571428571,2,5
2024-12-05,20,TBN1,Normal,56.57142857142857,45.42857142857142,2,5
2024-12-05,21,TBN1,Normal,3.0,3.0,0,1
2024-12-06,6,TBN1,Normal,1.5,1.5,2,0
2024-12-06,7,TBN1,Normal,97.39999999999999,77.1,3,7
2024-12-06,8,TBN1,Normal,45.45454545454545,31.54545454545454,4,7
2024-12-06,9,TBN1,Normal,54.1,39.6,3,7
2024-12-06,10,TBN1,Normal,56.699999999999996,43.699999999999996,3,7
2024-12-06,11,TBN1,Normal,29.9,22.1,4,6
2024-12-06,12,TBN1,Normal,41.333333333333336,25.555555555555557,4,5
2024-12-06,13,TBN1,Normal,51.111111111111114,34.44444444444444,2,7
2024-12-06,14,TBN1,Normal,60.25,43.75,2,6
2024-12-06,15,TBN1,Normal,47.99999999999999,35.0,2,5
2024-12-06,16,TBN1,Normal,34.375,26.375,3,5
2024-12-06,17,TBN1,Normal,50.5,32.75,1,3
2024-12-06,18,TBN1,Normal,54.28571428571428,29.857142857142854,3,4
2024-12-06,19,TBN1,Normal,36.00000000000001,27.28571428571429,2,5
2024-12-06,20,TBN1,Normal,64.0,50.857142857142854,2,5
2024-12-07,6,TBN1,Normal,9.0,8.5,2,0
2024-12-07,7,TBN1,Normal,107.12499999999999,86.5,4,4
2024-12-07,8,TBN1,Normal,46.38461538461539,31.615384615384617,5,8
2024-12-07,9,TBN1,Normal,57.2,47.5,1,9
2024-12-07,10,TBN1,Normal,51.45454545454545,38.727272727272734,2,9
2024-12-07,11,TBN1,Normal,26.714285714285715,19.28571428571429,2,5
2024-12-07,12,TBN1,Normal,29.0,21.22222222222222,4,5
2024-12-07,13,TBN1,Normal,40.46153846153846,31.461538461538463,5,8
2024-12-07,14,TBN1,Normal,56.7,45.7,3,7
2024-12-07,15,TBN1,Normal,33.125,23.75,2,6
2024-12-07,16,TBN1,Normal,30.874999999999996,23.0,2,6
2024-12-07,17,TBN1,Normal,49.0,33.0,2,3
2024-12-07,18,TBN1,Normal,23.0,18.666666666666664,2,4
2024-12-07,19,TBN1,Normal,44.0,33.2,5,5
2024-12-07,20,TBN1,Normal,25.875,19.625,4,4
2024-12-08,6,TBN1,Normal,9.666666666666666,6.666666666666666,3,0
2024-12-08,7,TBN1,Normal,101.24999999999999,73.125,4,4
2024-12-08,8,TBN1,Normal,63.91666666666667,46.5,5,7
2024-12-08,9,TBN1,Normal,54.0,42.0,1,7
2024-12-08,10,TBN1,Normal,54.25,42.25,1,3
2024-12-08,11,TBN1,Normal,48.5,37.5,1,1
2024-12-08,12,TBN1,Normal,41.2,29.6,1,4
2024-12-08,13,TBN1,Normal,73.75,50.75,3,5
2024-12-08,14,TBN1,Normal,75.5,60.099999999999994,4,6
2024-12-08,15,TBN1,Normal,53.75000000000001,44.125,3,5
2024-12-08,16,TBN1,Normal,46.75,34.25,1,3
2024-12-08,17,TBN1,Normal,30.75,23.5,1,3
2024-12-08,18,TBN1,Normal,41.57142857142857,30.57142857142857,2,5
2024-12-08,19,TBN1,Normal,37.0,28.75,1,3
2024-12-08,20,TBN1,Normal,40.33333333333333,31.666666666666664,1,2
2024-12-09,6,TBN1,Normal,10.0,9.0,1,0
2024-12-09,7,TBN1,Normal,91.0,71.2,3,2
2024-12-09,8,TBN1,Normal,92.42857142857143,71.42857142857143,3,4
2024-12-09,9,TBN1,Normal,62.49999999999999,47.375,3,5
2024-12-09,10,TBN1,Normal,101.42857142857143,79.14285714285714,2,5
2024-12-09,11,TBN1,Normal,52.714285714285715,33.857142857142854,2,5
2024-12-09,12,TBN1,Normal,59.42857142857143,40.857142857142854,2,5
2024-12-09,13,TBN1,Normal,83.85714285714286,59.07142857142857,5,9
2024-12-09,14,TBN1,Normal,78.33333333333334,54.199999999999996,5,10
2024-12-09,15,TBN1,Normal,51.2,31.200000000000003,2,8
2024-12-09,16,TBN1,Normal,49.625,36.25,2,6
2024-12-09,17,TBN1,Normal,30.11111111111111,22.444444444444443,2,7
2024-12-09,18,TBN1,Normal,28.750000000000004,21.125000000000004,3,5
2024-12-09,19,TBN1,Normal,56.0,38.87500000000001,3,5
2024-12-09,20,TBN1,Normal,47.33333333333333,32.166666666666664,2,4
2024-12-10,6,TBN1,Normal,4.0,3.0,3,1
2024-12-10,7,TBN1,Normal,130.71428571428572,84.28571428571429,3,4
2024-12-10,8,TBN1,Normal,115.375,79.0,3,5
2024-12-10,9,TBN1,Normal,93.375,68.5,3,5
2024-12-10,10,TBN1,Normal,50.900000000000006,32.0,3,7
2024-12-10,11,TBN1,Normal,45.375,26.125,1,7
